date_wk,sap,claims,epu,yield
1986-09-01,250.72500225000002,400000.0,173.91714285714284,7.175000000000001
1986-09-08,241.74399720000002,394000.0,137.95857142857142,7.456
1986-09-15,231.97200019999997,399000.0,182.16,7.562
1986-09-22,234.18799760000002,389000.0,199.36285714285714,7.523999999999999
1986-09-29,232.49200439999998,391000.0,137.73714285714286,7.4319999999999995
1986-10-06,235.43999960000002,387000.0,84.50714285714287,7.312
1986-10-13,237.68999939999998,385000.0,78.42857142857143,7.525
1986-10-20,237.129999,370000.0,210.54285714285717,7.523999999999999
1986-10-27,241.33200079999997,364000.0,113.2057142857143,7.386
1986-11-03,246.04400020000003,349000.0,108.41428571428571,7.312
1986-11-10,245.474002,368000.0,85.25142857142858,7.3375
1986-11-17,241.11200279999997,369000.0,82.99714285714286,7.208
1986-11-24,248.4025,366000.0,75.20142857142858,7.140000000000001
1986-12-01,252.22199999999998,363000.0,75.56714285714284,7.089999999999999
1986-12-08,249.38400279999996,375000.0,98.22714285714287,7.093999999999999
1986-12-15,248.46399859999997,350000.0,75.28285714285714,7.12
1986-12-22,247.1899985,345000.0,83.04142857142857,7.0825
1986-12-29,244.16499699999997,323000.0,128.62,7.202500000000001
1987-01-05,255.26200260000002,348000.0,105.19714285714285,7.052
1987-01-12,262.93200079999997,341000.0,78.42285714285715,7.074
1987-01-19,270.04600220000003,346000.0,107.33857142857141,7.0275
1987-01-26,273.4159912,370000.0,86.3157142857143,7.153999999999999
1987-02-02,278.65600600000005,368000.0,81.56714285714284,7.220000000000001
1987-02-09,277.2180054,338000.0,60.721428571428575,7.308
1987-02-16,285.49000524999997,341000.0,60.51714285714286,7.275
1987-02-23,283.2840026,348000.0,68.64142857142856,7.204000000000001
1987-03-02,287.3839966,337000.0,55.561428571428564,7.1819999999999995
1987-03-09,290.1159974,335000.0,66.26714285714286,7.220000000000001
1987-03-16,293.1460022,335000.0,76.59000000000002,7.212000000000001
1987-03-23,300.04800439999997,326000.0,72.18142857142857,7.2700000000000005
1987-03-30,293.4640076,330000.0,71.57857142857142,7.564
1987-04-06,296.2499998,338000.0,64.55285714285715,7.706
1987-04-13,284.03250125000005,349000.0,75.59,8.120000000000001
1987-04-20,286.9380002,328000.0,86.27142857142857,8.298
1987-04-27,285.05999760000003,330000.0,95.9557142857143,8.32
1987-05-04,293.6499936,315000.0,108.69428571428571,8.488
1987-05-11,292.1039978,341000.0,71.16857142857144,8.608
1987-05-18,281.3619994,343000.0,21.15857142857143,8.838
1987-05-25,289.67500299999995,326000.0,23.757142857142856,8.55
1987-06-01,292.05999740000004,328000.0,130.49571428571429,8.578
1987-06-08,298.3640014,316000.0,106.18714285714285,8.498000000000001
1987-06-15,305.0740052,319000.0,51.29714285714285,8.272
1987-06-22,308.21199340000004,326000.0,60.66571428571429,8.278
1987-06-29,305.11750025,326000.0,58.43428571428573,8.344999999999999
1987-07-06,307.3,317000.0,91.24571428571429,8.315999999999999
1987-07-13,311.20400379999995,310000.0,77.14428571428572,8.382
1987-07-20,309.0979982,324000.0,52.521428571428565,8.516
1987-07-27,315.06799340000003,348000.0,67.45142857142856,8.62
1987-08-03,319.4680052,327000.0,53.857142857142854,8.752
1987-08-10,332.4719972,319000.0,52.26857142857143,8.68
1987-08-17,332.78599240000005,312000.0,58.03000000000001,8.713999999999999
1987-08-24,332.61799940000003,322000.0,50.08571428571429,8.847999999999999
1987-08-31,322.3579956,316000.0,65.54285714285713,9.184000000000001
1987-09-07,316.64750675,297000.0,67.47142857142858,9.4325
1987-09-14,317.09398799999997,309000.0,63.25142857142857,9.432
1987-09-21,318.2220032000001,317000.0,60.790000000000006,9.452
1987-09-28,324.42399900000004,301000.0,69.14857142857143,9.610000000000001
1987-10-05,318.2140016,308000.0,87.06714285714285,9.784
1987-10-12,301.9840028,301000.0,87.56142857142858,10.11
1987-10-19,243.30400079999998,301000.0,167.80857142857144,9.36
1987-10-26,238.1399992,289000.0,202.23142857142855,8.9
1987-11-02,252.0840028,297000.0,155.76999999999998,8.844
1987-11-09,243.645999,307000.0,109.14000000000001,8.8025
1987-11-16,243.47999880000003,317000.0,143.07999999999998,8.83
1987-11-23,243.4550015,306000.0,122.79571428571428,8.945
1987-11-30,228.976001,319000.0,129.75571428571428,8.977999999999998
1987-12-07,234.2900024,317000.0,93.37142857142855,9.144
1987-12-14,245.04400040000002,323000.0,109.71142857142857,9.048
1987-12-21,251.16999825,316000.0,96.71857142857142,8.87
1987-12-28,246.2750015,315000.0,154.5514285714286,8.8475
1988-01-04,255.58600459999997,325000.0,133.67428571428573,8.842
1988-01-11,247.3300018,361000.0,127.51571428571431,8.84
1988-01-18,246.6940032,335000.0,89.30714285714285,8.57
1988-01-25,252.296002,342000.0,82.64,8.392
1988-02-01,253.1980042,318000.0,95.32714285714285,8.202
1988-02-08,254.2120026,311000.0,93.82428571428571,8.180000000000001
1988-02-15,259.63999175000004,327000.0,70.64428571428572,8.2925
1988-02-22,263.82599500000003,319000.0,61.17571428571428,8.2
1988-02-29,267.6400024,307000.0,62.207142857142856,8.168000000000001
1988-03-07,266.92999879999996,304000.0,101.55428571428573,8.318000000000001
1988-03-14,268.697998,307000.0,63.73142857142857,8.331999999999999
1988-03-21,265.6700012,304000.0,76.44000000000001,8.475999999999999
1988-03-28,258.77250675,309000.0,62.91714285714285,8.57
1988-04-04,263.1359986,313000.0,71.73571428571428,8.616
1988-04-11,266.5259950000001,314000.0,79.8157142857143,8.626000000000001
1988-04-18,257.9640074,312000.0,70.42142857142856,8.81
1988-04-25,262.8359926,313000.0,88.39,8.822
1988-05-02,260.230005,309000.0,65.37285714285713,8.931999999999999
1988-05-09,255.6200014,314000.0,115.95285714285716,9.038
1988-05-16,254.2080014,319000.0,85.41714285714286,9.144
1988-05-23,253.229999,313000.0,74.80285714285715,9.22
1988-05-30,265.15750125,310000.0,107.38714285714285,9.067499999999999
1988-06-06,269.04000239999993,305000.0,68.88571428571429,8.958000000000002
1988-06-13,272.125995,311000.0,73.98571428571428,8.844
1988-06-20,272.97400500000003,307000.0,69.54142857142858,8.936
1988-06-27,271.5260012,305000.0,86.53857142857143,8.856
1988-07-04,272.40749375,303000.0,82.3457142857143,8.93
1988-07-11,270.0059998,315000.0,70.35714285714286,9.084
1988-07-18,267.828003,354000.0,74.91857142857143,9.126
1988-07-25,266.0819946,331000.0,75.27285714285715,9.116
1988-08-01,272.0659974,316000.0,71.84714285714286,9.044
1988-08-08,264.7339966,312000.0,111.68571428571428,9.266
1988-08-15,260.2579956,316000.0,88.31857142857142,9.360000000000001
1988-08-22,258.8119996,315000.0,73.93714285714286,9.364
1988-08-29,261.83800060000004,306000.0,63.65,9.214
1988-09-05,266.04499799999996,305000.0,67.70285714285714,8.975
1988-09-12,268.39799819999996,306000.0,53.482857142857135,8.926
1988-09-19,269.53000499999996,301000.0,50.797142857142866,8.958
1988-09-26,270.1440004,292000.0,67.66571428571429,8.989999999999998
1988-10-03,272.8640014,292000.0,84.01714285714286,8.829999999999998
1988-10-10,276.173999,293000.0,84.32000000000001,8.81
1988-10-17,279.8600038,286000.0,115.95000000000002,8.802
1988-10-24,280.3700014,294000.0,73.12714285714286,8.772
1988-10-31,278.5200014,285000.0,72.14571428571428,8.72
1988-11-07,272.80399780000005,284000.0,116.45857142857142,8.9075
1988-11-14,266.1900022000001,294000.0,130.62142857142857,8.988
1988-11-21,267.41500075,299000.0,79.81857142857143,9.095
1988-11-28,271.5100038,298000.0,85.27571428571427,9.108
1988-12-05,276.8539978,285000.0,66.5642857142857,9.033999999999999
1988-12-12,275.74199860000004,293000.0,84.72857142857143,9.156
1988-12-19,277.7,286000.0,70.51857142857142,9.084
1988-12-26,277.75749225000004,304000.0,107.47142857142858,9.165000000000001
1989-01-02,278.8550035,299000.0,111.60571428571428,9.2425
1989-01-09,282.0820068,283000.0,75.89428571428572,9.182
1989-01-16,285.55200219999995,282000.0,76.59714285714287,9.02
1989-01-23,289.5280028,295000.0,81.22571428571428,8.972
1989-01-30,296.67199679999993,288000.0,60.97571428571429,8.998000000000001
1989-02-06,296.479999,322000.0,70.74571428571429,9.047999999999998
1989-02-13,294.032001,305000.0,74.78142857142858,9.212
1989-02-20,291.517502,300000.0,61.12571428571429,9.3125
1989-02-27,288.98399639999997,325000.0,49.24571428571428,9.332
1989-03-06,293.9139956,325000.0,73.19857142857143,9.266
1989-03-13,295.8520078,319000.0,71.20142857142858,9.354000000000001
1989-03-20,290.18000025000003,319000.0,53.61142857142857,9.485
1989-03-27,292.3799986,323000.0,73.02,9.37
1989-04-03,296.0780032,314000.0,74.58142857142856,9.203999999999999
1989-04-10,298.4699888,307000.0,56.29857142857143,9.27
1989-04-17,306.1379942,304000.0,72.25857142857141,9.137999999999998
1989-04-24,308.3179994,311000.0,80.16714285714286,9.09
1989-05-01,308.15599360000004,320000.0,68.69857142857143,9.066
1989-05-08,307.5559996,332000.0,76.68999999999998,9.052
1989-05-15,317.626001,321000.0,77.12857142857142,8.786
1989-05-22,320.0400083999999,325000.0,79.07285714285715,8.628
1989-05-29,321.76499175000004,325000.0,79.58714285714287,8.57
1989-06-05,325.3320006,332000.0,87.47,8.282
1989-06-12,323.0819948,337000.0,81.59285714285714,8.258
1989-06-19,322.78800659999996,338000.0,79.9057142857143,8.336
1989-06-26,323.702002,349000.0,117.83999999999999,8.136
1989-07-03,321.5825045,341000.0,109.38857142857144,8.075
1989-07-10,329.4900024,349000.0,142.36714285714285,8.006
1989-07-17,333.78600459999996,332000.0,78.23428571428573,8.07
1989-07-24,337.947998,337000.0,59.07714285714285,7.973999999999999
1989-07-31,344.56599719999997,338000.0,80.0,7.824000000000001
1989-08-07,347.73800040000003,341000.0,49.16857142857143,8.038
1989-08-14,344.7820008,327000.0,69.89285714285715,8.18
1989-08-21,345.72000099999997,332000.0,68.88857142857144,8.23
1989-08-28,351.5520018,329000.0,66.52,8.248
1989-09-04,349.72750099999996,336000.0,56.07571428571429,8.1675
1989-09-11,346.0080018,334000.0,44.99857142857143,8.132
1989-09-18,346.5,334000.0,57.62,8.151999999999997
1989-09-25,346.2820008,347000.0,52.00857142857143,8.306000000000001
1989-10-02,355.6539976,407000.0,62.18,8.181999999999999
1989-10-09,352.9919984,345000.0,93.68142857142855,8.0025
1989-10-16,344.0120058,347000.0,92.76285714285716,7.9860000000000015
1989-10-23,340.803998,354000.0,77.14999999999999,7.894
1989-10-30,338.546002,333000.0,53.041428571428575,7.9159999999999995
1989-11-06,336.247998,336000.0,108.09857142857142,7.918000000000001
1989-11-13,340.05399180000006,336000.0,76.52285714285715,7.856
1989-11-20,341.20500175000006,342000.0,88.2,7.83
1989-11-27,346.319995,344000.0,84.66,7.848000000000001
1989-12-04,349.16399540000003,338000.0,95.89285714285714,7.837999999999999
1989-12-11,350.82200339999997,355000.0,83.22285714285714,7.816
1989-12-18,344.2380002,381000.0,58.637142857142855,7.781999999999999
1989-12-25,349.92250075000004,358000.0,112.53285714285714,7.9325
1990-01-01,356.58000925,355000.0,145.8557142857143,7.975
1990-01-08,347.83599879999997,369000.0,88.30714285714286,8.042
1990-01-15,338.497998,375000.0,66.98285714285714,8.2425
1990-01-22,328.82599500000003,345000.0,105.60000000000001,8.364
1990-01-29,327.39400639999997,368000.0,151.22142857142856,8.472
1990-02-05,332.3679992,367000.0,89.63,8.484
1990-02-12,332.1440004,348000.0,116.91142857142859,8.392
1990-02-19,326.37750225,350000.0,77.62142857142855,8.577499999999999
1990-02-26,331.8200074,351000.0,112.10714285714286,8.501999999999999
1990-03-05,337.36399539999996,349000.0,48.82285714285714,8.608
1990-03-12,338.30400380000003,349000.0,88.92571428571429,8.652000000000001
1990-03-19,339.5499998,331000.0,75.58,8.546000000000001
1990-03-26,340.3720032,346000.0,79.77285714285713,8.558
1990-04-02,340.8480042,367000.0,66.99999999999999,8.592000000000002
1990-04-09,342.42500275,357000.0,51.61285714285714,8.615
1990-04-16,340.669995,360000.0,135.8657142857143,8.825999999999999
1990-04-23,331.093994,363000.0,57.36571428571428,9.024000000000001
1990-04-30,334.2980042,354000.0,73.76142857142858,9.018
1990-05-07,344.2440002,355000.0,70.27714285714286,8.81
1990-05-14,354.428003,353000.0,69.00571428571429,8.675999999999998
1990-05-21,357.74199860000004,359000.0,89.03428571428572,8.664
1990-05-28,361.4749985,368000.0,98.00285714285714,8.58
1990-06-04,364.171997,359000.0,101.74571428571427,8.458
1990-06-11,363.71799939999994,359000.0,65.04571428571428,8.440000000000001
1990-06-18,358.0700012,362000.0,84.91142857142857,8.517999999999999
1990-06-25,355.03200100000004,364000.0,87.40714285714286,8.512
1990-07-02,358.45000475,362000.0,92.45142857142856,8.44
1990-07-09,361.997998,367000.0,110.76714285714284,8.532
1990-07-16,365.5239988,370000.0,89.05142857142857,8.474
1990-07-23,355.5080018,369000.0,64.69714285714285,8.482000000000001
1990-07-30,352.71199340000004,369000.0,98.14999999999999,8.366
1990-08-06,336.6139954,381000.0,201.12714285714284,8.72
1990-08-13,335.70200220000004,393000.0,141.22571428571428,8.714000000000002
1990-08-20,317.0979982,394000.0,128.50714285714284,8.922
1990-08-27,321.6479978,392000.0,107.93285714285715,8.879999999999999
1990-09-03,322.83499900000004,390000.0,179.84857142857143,8.8525
1990-09-10,320.1380008,395000.0,115.93999999999998,8.838
1990-09-17,315.1540038,389000.0,122.58714285714284,8.916
1990-09-24,304.9859986,404000.0,129.84285714285713,8.958
1990-10-01,313.1479978,404000.0,154.3814285714286,8.686
1990-10-08,302.89200439999996,422000.0,125.27714285714285,8.870000000000001
1990-10-15,303.826007,435000.0,137.97,8.736
1990-10-22,310.920001,440000.0,131.40285714285716,8.638000000000002
1990-10-29,305.7619996,430000.0,158.51285714285714,8.638
1990-11-05,310.7139952,448000.0,118.85142857142857,8.532
1990-11-12,318.3380004,447000.0,153.89714285714285,8.349999999999998
1990-11-19,316.44499974999997,462000.0,117.92571428571429,8.3025
1990-11-26,318.24000839999997,451000.0,216.04714285714286,8.286
1990-12-03,327.4380064,449000.0,117.59142857142857,8.158000000000001
1990-12-10,328.3360044,447000.0,97.25285714285714,7.9719999999999995
1990-12-17,329.6279968,474000.0,130.62,8.034
1990-12-24,329.4400025,454000.0,138.20714285714283,8.15
1990-12-31,324.89500425,415000.0,146.65714285714284,8.0
1991-01-07,314.31799920000003,437000.0,152.32285714285715,8.180000000000001
1991-01-14,320.51800519999995,445000.0,150.98571428571427,8.154000000000002
1991-01-21,332.0859986,462000.0,106.78,8.0425
1991-01-28,339.951996,483000.0,134.34428571428572,8.016
1991-02-04,354.7080016,480000.0,156.28428571428572,7.822
1991-02-11,367.275995,474000.0,112.70428571428572,7.784000000000001
1991-02-18,366.28750625,499000.0,114.98428571428573,7.8575
1991-02-25,367.07000120000004,488000.0,113.60142857142857,7.998
1991-03-04,374.6160034,499000.0,137.3742857142857,8.102
1991-03-11,372.9299986,498000.0,110.94000000000001,8.058
1991-03-18,368.13599839999995,509000.0,78.52714285714286,8.178
1991-03-25,374.1749955,499000.0,65.97857142857141,8.0975
1991-04-01,376.9739928,452000.0,63.160000000000004,8.028000000000002
1991-04-08,376.67999899999995,477000.0,100.20714285714287,8.036000000000001
1991-04-15,386.3840024,478000.0,93.61428571428571,7.998
1991-04-22,380.7480042,462000.0,100.3157142857143,8.092
1991-04-29,378.1219972,451000.0,90.5657142857143,8.022
1991-05-06,378.97999880000003,446000.0,65.62571428571428,8.058
1991-05-13,372.3060058,448000.0,80.83,8.108
1991-05-20,375.2539976,443000.0,81.34857142857143,8.084
1991-05-27,385.37999725000003,432000.0,85.27428571428571,8.055
1991-06-03,384.78999639999995,441000.0,92.25285714285714,8.198
1991-06-10,379.23800059999996,429000.0,98.32857142857142,8.314
1991-06-17,377.39600199999995,423000.0,79.96285714285713,8.314
1991-06-24,371.74799799999994,418000.0,67.72714285714287,8.31
1991-07-01,375.69999700000005,422000.0,110.41428571428573,8.282499999999999
1991-07-08,377.4019956,420000.0,129.25428571428571,8.322
1991-07-15,382.9400026,408000.0,100.2057142857143,8.284
1991-07-22,380.56600339999994,423000.0,91.95428571428572,8.246
1991-07-29,386.3899964,438000.0,96.57428571428571,8.174000000000001
1991-08-05,388.53599859999997,437000.0,78.16142857142857,7.9799999999999995
1991-08-12,388.4899904,433000.0,73.60428571428572,7.872
1991-08-19,386.39799800000003,425000.0,185.7642857142857,7.82
1991-08-26,395.0900026,425000.0,130.73285714285714,7.836
1991-09-02,390.090004,424000.0,138.87285714285716,7.8025
1991-09-09,385.82999859999995,418000.0,143.3942857142857,7.706
1991-09-16,386.7400024,419000.0,115.49428571428571,7.609999999999999
1991-09-23,386.5799986,437000.0,67.88142857142857,7.547999999999999
1991-09-30,386.2080016,424000.0,101.47,7.45
1991-10-07,379.79400019999997,425000.0,98.66571428571429,7.482000000000001
1991-10-14,390.9400024,419000.0,89.11428571428573,7.4975000000000005
1991-10-21,387.01199940000004,423000.0,153.77142857142857,7.662000000000001
1991-10-28,391.546002,447000.0,138.1942857142857,7.518000000000001
1991-11-04,391.11400140000006,453000.0,227.3771428571429,7.481999999999999
1991-11-11,393.40799560000005,439000.0,122.92428571428572,7.365
1991-11-18,379.8780029999999,444000.0,198.27428571428572,7.382
1991-11-25,376.26749400000006,444000.0,159.00285714285718,7.4174999999999995
1991-12-02,379.7840026,475000.0,139.97285714285712,7.248
1991-12-09,379.976001,475000.0,189.85999999999999,7.212000000000001
1991-12-16,384.04799799999995,436000.0,199.56428571428572,7.132000000000001
1991-12-23,401.86249525,441000.0,229.14714285714285,6.8575
1991-12-30,417.20750425,432000.0,206.45000000000002,6.775
1992-01-06,417.2339964000001,440000.0,124.00857142857141,6.798
1992-01-13,418.52399259999993,443000.0,182.69714285714286,7.044
1992-01-20,415.5140014,441000.0,118.98,7.1425
1992-01-27,412.1379942,440000.0,215.02428571428572,7.254
1992-02-03,412.4260008,445000.0,163.9357142857143,7.252
1992-02-10,414.1660034,446000.0,156.11142857142858,7.31
1992-02-17,410.24250049999995,436000.0,202.7471428571429,7.4375
1992-02-24,412.9260008,444000.0,157.06571428571425,7.372
1992-03-02,409.1160034,421000.0,169.44857142857146,7.446000000000001
1992-03-09,405.17200319999995,437000.0,117.24714285714286,7.537999999999999
1992-03-16,409.24399439999996,440000.0,113.54714285714284,7.628
1992-03-23,407.5339966,420000.0,98.35571428571428,7.558
1992-03-30,402.5940002,412000.0,99.61428571428571,7.486
1992-04-06,400.6160036,413000.0,106.82857142857142,7.395999999999999
1992-04-13,412.6975025,424000.0,100.22428571428573,7.375
1992-04-20,410.17399919999997,424000.0,91.04428571428572,7.5760000000000005
1992-04-27,411.41199940000007,431000.0,84.87428571428572,7.587999999999999
1992-05-04,416.48800059999996,417000.0,107.38285714285713,7.5
1992-05-11,414.8920044,414000.0,88.75857142857141,7.343999999999999
1992-05-18,414.23800059999996,414000.0,100.67285714285715,7.294
1992-05-25,413.91750325,411000.0,102.96428571428574,7.397500000000001
1992-06-01,414.426001,416000.0,161.02714285714288,7.345999999999999
1992-06-08,409.8959962,420000.0,108.84285714285714,7.322
1992-06-15,405.100006,419000.0,136.6585714285714,7.236
1992-06-22,403.5700012,420000.0,92.7642857142857,7.196000000000001
1992-06-29,410.43250275,407000.0,147.79285714285714,7.0725
1992-07-06,412.426001,408000.0,115.91285714285713,6.903999999999999
1992-07-13,416.5619995999999,392000.0,148.12999999999997,6.922
1992-07-20,412.42399919999997,564000.0,146.59714285714287,6.8180000000000005
1992-07-27,419.8840026,423000.0,117.63714285714285,6.666000000000001
1992-08-03,422.22199679999994,406000.0,105.15142857142858,6.648000000000001
1992-08-10,418.7480042,401000.0,107.8142857142857,6.516
1992-08-17,418.6760008,398000.0,238.98142857142858,6.5
1992-08-24,412.84199820000003,408000.0,180.48999999999998,6.672
1992-08-31,416.628003,416000.0,113.81000000000002,6.531999999999999
1992-09-07,417.58249650000005,416000.0,152.17142857142858,6.32
1992-09-14,421.5639954,427000.0,160.19428571428574,6.388
1992-09-21,417.9080078,409000.0,219.34285714285713,6.470000000000001
1992-09-28,415.5959962,398000.0,212.39285714285714,6.32
1992-10-05,405.8820008,374000.0,312.4942857142857,6.386
1992-10-12,409.48800040000003,385000.0,148.5257142857143,6.5375
1992-10-19,415.02600700000005,367000.0,128.41285714285715,6.784000000000001
1992-10-26,419.2639954,365000.0,173.29285714285717,6.775999999999999
1992-11-02,419.1399961999999,374000.0,245.13714285714286,6.896000000000001
1992-11-09,420.94199820000006,377000.0,148.30999999999997,6.88
1992-11-16,422.6119934,357000.0,123.22714285714287,6.837999999999999
1992-11-23,428.01499925,341000.0,79.45285714285714,6.8625
1992-11-30,430.79800439999997,350000.0,109.60000000000001,6.914
1992-12-07,435.26400160000003,359000.0,88.39285714285714,6.768000000000001
1992-12-14,434.72799679999997,334000.0,95.19142857142857,6.792
1992-12-21,439.95249949999993,313000.0,112.99714285714286,6.6825
1992-12-28,437.91500075,341000.0,132.5,6.6975
1993-01-04,432.80399780000005,354000.0,118.84,6.67
1993-01-11,433.6220032,352000.0,116.73142857142857,6.678
1993-01-18,435.3879942,341000.0,103.51857142857143,6.592499999999999
1993-01-25,439.10200199999997,340000.0,97.8542857142857,6.458
1993-02-01,446.15199599999994,319000.0,77.93857142857144,6.4
1993-02-08,446.32999899999993,321000.0,72.22571428571429,6.38
1993-02-15,433.33249675,351000.0,165.62714285714284,6.234999999999999
1993-02-22,439.3259948,362000.0,145.40571428571428,6.016
1993-03-01,446.523999,354000.0,105.05857142857144,5.9
1993-03-08,453.7979920000001,346000.0,135.33142857142857,5.96
1993-03-15,450.63599880000004,338000.0,144.40142857142857,6.026
1993-03-22,448.8740052,366000.0,147.26285714285714,5.978
1993-03-29,449.2200012,365000.0,157.52,6.066
1993-04-05,442.005005,353000.0,111.18857142857144,6.0625
1993-04-12,448.71799919999995,351000.0,89.83714285714287,5.904
1993-04-19,442.5359984,350000.0,124.98428571428573,5.868
1993-04-26,437.730005,343000.0,128.9742857142857,6.006000000000001
1993-05-03,443.3199952,339000.0,149.0885714285714,5.9239999999999995
1993-05-10,442.14999400000005,345000.0,141.7757142857143,5.958
1993-05-17,444.9380002,342000.0,142.89142857142858,6.1160000000000005
1993-05-24,450.57800280000004,349000.0,193.2642857142857,6.144
